study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB32566	SAMEA5770308	ERS3573852	ERX3558742	ERR3556048	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3556048/ERR3556048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3556048/ERR3556048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556048/R53.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556048/R53.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556048/R53.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556048/R53.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3556048	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3556048		
PRJEB32566	SAMEA5770312	ERS3573856	ERX3558775	ERR3556081	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3556081/ERR3556081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3556081/ERR3556081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556081/R54.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556081/R54.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556081/R54.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556081/R54.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3556081	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3556081		
PRJEB32566	SAMEA5770309	ERS3573853	ERX3558777	ERR3556083	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3556083/ERR3556083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3556083/ERR3556083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556083/R55.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556083/R55.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556083/R55.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556083/R55.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3556083	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3556083		
PRJEB32566	SAMEA5770310	ERS3573854	ERX3558778	ERR3556084	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556084/ERR3556084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556084/ERR3556084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556084/R56.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556084/R56.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556084/R56.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556084/R56.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556084	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556084		
PRJEB32566	SAMEA5770301	ERS3573845	ERX3558779	ERR3556085	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556085/ERR3556085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556085/ERR3556085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556085/R58.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556085/R58.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556085/R58.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556085/R58.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556085	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556085		
PRJEB32566	SAMEA5770298	ERS3573842	ERX3558780	ERR3556086	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3556086/ERR3556086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3556086/ERR3556086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556086/R59.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556086/R59.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556086/R59.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556086/R59.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3556086	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3556086		
PRJEB32566	SAMEA5770202	ERS3573746	ERX3558782	ERR3556088	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3556088/ERR3556088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3556088/ERR3556088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556088/R6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556088/R6.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556088/R6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556088/R6.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3556088	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3556088		
PRJEB32566	SAMEA5770297	ERS3573841	ERX3558783	ERR3556089	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3556089/ERR3556089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3556089/ERR3556089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556089/R60.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556089/R60.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556089/R60.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556089/R60.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3556089	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3556089		
PRJEB32566	SAMEA5770305	ERS3573849	ERX3558784	ERR3556090	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3556090/ERR3556090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3556090/ERR3556090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556090/R62.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556090/R62.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556090/R62.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556090/R62.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3556090	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3556090		
PRJEB32566	SAMEA5770299	ERS3573843	ERX3558785	ERR3556091	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3556091/ERR3556091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3556091/ERR3556091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556091/R63.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556091/R63.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556091/R63.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556091/R63.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3556091	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3556091		
PRJEB32566	SAMEA5770304	ERS3573848	ERX3558787	ERR3556093	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3556093/ERR3556093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3556093/ERR3556093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556093/R64.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556093/R64.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556093/R64.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556093/R64.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3556093	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3556093		
PRJEB32566	SAMEA5770303	ERS3573847	ERX3558788	ERR3556094	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556094/ERR3556094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556094/ERR3556094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556094/R65.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556094/R65.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556094/R65.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556094/R65.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556094	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556094		
PRJEB32566	SAMEA5770246	ERS3573790	ERX3558789	ERR3556095	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556095/ERR3556095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556095/ERR3556095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556095/R66.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556095/R66.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556095/R66.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556095/R66.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556095	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556095		
PRJEB32566	SAMEA5770247	ERS3573791	ERX3558795	ERR3559044	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3559044/ERR3559044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3559044/ERR3559044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559044/R67.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559044/R67.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559044/R67.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559044/R67.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3559044	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3559044		
PRJEB32566	SAMEA5770249	ERS3573793	ERX3558797	ERR3559046	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3559046/ERR3559046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3559046/ERR3559046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559046/R69.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559046/R69.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559046/R69.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559046/R69.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3559046	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3559046		
PRJEB32566	SAMEA5770191	ERS3573735	ERX3558814	ERR3559063	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3559063/ERR3559063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3559063/ERR3559063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559063/R7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559063/R7.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559063/R7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559063/R7.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3559063	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3559063		
PRJEB32566	SAMEA5770250	ERS3573794	ERX3558815	ERR3559064	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3559064/ERR3559064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3559064/ERR3559064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559064/R70.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559064/R70.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559064/R70.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559064/R70.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3559064	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3559064		
PRJEB32566	SAMEA5770251	ERS3573795	ERX3558820	ERR3559069	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3559069/ERR3559069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3559069/ERR3559069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559069/R71.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559069/R71.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559069/R71.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559069/R71.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3559069	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3559069		
PRJEB32566	SAMEA5770252	ERS3573796	ERX3558821	ERR3559070	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559070/ERR3559070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559070/ERR3559070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559070/R72.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559070/R72.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559070/R72.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559070/R72.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559070	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559070		
PRJEB32566	SAMEA5770253	ERS3573797	ERX3558822	ERR3559071	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3559071/ERR3559071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3559071/ERR3559071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559071/R73.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559071/R73.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559071/R73.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559071/R73.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3559071	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3559071		
PRJEB32566	SAMEA5770234	ERS3573778	ERX3558823	ERR3559072	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3559072/ERR3559072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3559072/ERR3559072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559072/R75.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559072/R75.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559072/R75.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559072/R75.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3559072	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3559072		
PRJEB32566	SAMEA5770235	ERS3573779	ERX3559619	ERR3559868	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3559868/ERR3559868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3559868/ERR3559868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559868/R76.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559868/R76.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559868/R76.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559868/R76.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3559868	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3559868		
PRJEB32566	SAMEA5770195	ERS3573739	ERX3559621	ERR3559870	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559870/ERR3559870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559870/ERR3559870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559870/R8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559870/R8.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559870/R8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559870/R8.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559870	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559870		
PRJEB32566	SAMEA5770239	ERS3573783	ERX3559628	ERR3559877	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3559877/ERR3559877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3559877/ERR3559877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559877/R835.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559877/R835.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559877/R835.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559877/R835.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3559877	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3559877		
PRJEB32566	SAMEA5770240	ERS3573784	ERX3559629	ERR3559878	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3559878/ERR3559878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3559878/ERR3559878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559878/R836.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559878/R836.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559878/R836.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559878/R836.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3559878	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3559878		
PRJEB32566	SAMEA5770216	ERS3573760	ERX3559630	ERR3559879	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3559879/ERR3559879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3559879/ERR3559879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559879/R850.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559879/R850.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559879/R850.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559879/R850.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3559879	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3559879		
PRJEB32566	SAMEA5770217	ERS3573761	ERX3559631	ERR3559880	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559880/ERR3559880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3559880/ERR3559880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559880/R851.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559880/R851.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559880/R851.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559880/R851.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559880	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3559880		
PRJEB32566	SAMEA5770197	ERS3573741	ERX3559632	ERR3559881	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3559881/ERR3559881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3559881/ERR3559881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559881/R9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559881/R9.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559881/R9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559881/R9.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3559881	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3559881		
PRJEB32566	SAMEA5770321	ERS3573865	ERX3559633	ERR3559882	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3559882/ERR3559882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3559882/ERR3559882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559882/R970.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559882/R970.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559882/R970.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3559882/R970.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3559882	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3559882		
PRJEB32566	SAMEA5770220	ERS3573764	ERX3561250	ERR3562750	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/000/ERR3562750/ERR3562750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/000/ERR3562750/ERR3562750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562750/R474.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562750/R474.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562750/R474.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562750/R474.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR356/000/ERR3562750	ftp.sra.ebi.ac.uk/vol1/err/ERR356/000/ERR3562750		
PRJEB32566	SAMEA5770221	ERS3573765	ERX3561332	ERR3562832	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/002/ERR3562832/ERR3562832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/002/ERR3562832/ERR3562832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562832/R475.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562832/R475.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562832/R475.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562832/R475.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR356/002/ERR3562832	ftp.sra.ebi.ac.uk/vol1/err/ERR356/002/ERR3562832		
PRJEB32566	SAMEA5770222	ERS3573766	ERX3561333	ERR3562833	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/003/ERR3562833/ERR3562833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/003/ERR3562833/ERR3562833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562833/R435.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562833/R435.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562833/R435.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562833/R435.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR356/003/ERR3562833	ftp.sra.ebi.ac.uk/vol1/err/ERR356/003/ERR3562833		
PRJEB32566	SAMEA5770223	ERS3573767	ERX3561334	ERR3562834	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/004/ERR3562834/ERR3562834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR356/004/ERR3562834/ERR3562834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562834/R437.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562834/R437.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562834/R437.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR356/ERR3562834/R437.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR356/004/ERR3562834	ftp.sra.ebi.ac.uk/vol1/err/ERR356/004/ERR3562834		
